# Normalized Sensor Data
1.401249999999999996e-01 7.107499999999999929e-01 4.716249999999999609e-01 9.070000000000000284e-01 1.416249999999999731e-01 nan 2.591249999999999942e-01 4.318749999999999534e-01 3.636250000000000315e-01 8.787499999999999201e-01 6.962500000000000633e-02 3.692499999999999671e-01 3.371250000000000080e-01 nan 9.146250000000000213e-01 2.637500000000000400e-01 nan 1.341249999999999942e-01 8.388750000000000373e-01 8.493749999999999911e-01 4.924999999999999517e-02 8.599999999999999867e-01 8.162499999999999201e-01 6.201250000000000373e-01 2.556249999999999911e-01 6.102499999999999591e-01 9.777500000000000080e-01 2.612499999999999822e-01 3.697499999999999676e-01 4.089999999999999747e-01 3.273749999999999716e-01 6.420000000000000151e-01 4.764999999999999791e-01 4.124999999999999778e-01 9.527499999999999858e-01 4.549999999999999600e-01 1.428750000000000020e-01 5.667500000000000870e-01 5.847499999999999920e-01 1.609999999999999765e-01 7.646249999999999991e-01 1.333750000000000213e-01 9.970000000000001084e-01 nan 3.537499999999999534e-01 1.726249999999999729e-01 9.071249999999999591e-01 7.685000000000000719e-01 6.355000000000000648e-01 4.111250000000000182e-01 7.675000000000000711e-01 2.697499999999999898e-01 7.740000000000000213e-01 1.455000000000000182e-01 6.558749999999999858e-01 9.512499999999999289e-01 6.599999999999998923e-02 nan 5.546249999999999236e-01 5.983749999999999902e-01 6.192499999999999671e-01 nan 5.542500000000000204e-01 7.793749999999999289e-01 4.224999999999999867e-01 nan 8.771250000000000435e-01 8.837500000000000910e-02 1.279999999999999749e-01 nan 5.366250000000000187e-01 5.324999999999999734e-01 9.073750000000000426e-01 7.269999999999999796e-01 7.028750000000000275e-01 9.302500000000000213e-01 1.987499999999999822e-01 7.743750000000000355e-01 4.826249999999999707e-01 5.642500000000000293e-01 7.840000000000000302e-01 2.494999999999999996e-01 4.391250000000000431e-01 9.348750000000001226e-01 5.896250000000000657e-01 9.585000000000001297e-01 1.121249999999999886e-01 7.037499999999999867e-01 9.012500000000001066e-02 5.759999999999999565e-01 6.677500000000000657e-01 7.789999999999999147e-01 1.993749999999999967e-01 8.897500000000000409e-01 1.609999999999999765e-01 7.212499999999999467e-02 2.015000000000000124e-01 6.328750000000000764e-01 6.374999999999996989e-03 9.197499999999999565e-01
4.655000000000000249e-01 7.712499999999999911e-01 7.304999999999999272e-01 1.774999999999999842e-02 1.084999999999999992e-01 6.932499999999999218e-01 nan 9.903750000000000053e-01 3.481250000000000178e-01 8.130000000000000560e-01 8.446249999999999591e-01 6.035000000000000364e-01 9.975000000000000533e-02 3.108749999999999569e-01 8.325000000000000455e-02 5.718750000000000222e-01 2.764999999999999680e-01 4.036250000000000115e-01 8.050000000000000488e-01 4.507500000000000395e-01 3.713750000000000107e-01 2.624999999999999556e-02 nan 7.191250000000000142e-01 3.392499999999999960e-01 8.145000000000000018e-01 7.046250000000000568e-01 2.040000000000000147e-01 1.817499999999999949e-01 5.940000000000000835e-01 7.767500000000000515e-01 6.115000000000000435e-01 2.412499999999999714e-02 3.562500000000000111e-01 6.565000000000000835e-01 nan 5.337499999999999190e-02 3.613749999999999463e-01 6.507500000000000506e-01 7.008749999999999147e-01 9.779999999999999805e-01 3.125000000000000000e-02 8.050000000000000488e-01 9.936249999999999805e-01 7.026249999999999440e-01 1.193750000000000089e-01 1.343749999999999944e-01 1.406250000000000000e-01 2.913750000000000506e-01 4.682499999999999996e-01 2.825000000000000289e-01 6.431250000000000577e-01 5.732500000000000373e-01 6.561250000000000693e-01 nan 3.173750000000000182e-01 8.624999999999993783e-03 8.201249999999999929e-01 9.178750000000001075e-01 nan 4.110000000000000320e-01 5.497499999999999609e-01 7.048750000000000293e-01 4.231250000000000289e-01 8.467499999999998916e-01 4.177500000000000102e-01 6.089999999999999858e-01 2.822500000000000009e-01 9.100000000000001144e-02 7.397500000000001297e-01 3.642500000000000182e-01 7.032500000000000417e-01 4.894999999999999352e-01 4.905000000000000471e-01 7.043749999999999734e-01 8.338749999999999218e-01 3.974999999999999367e-02 1.216250000000000109e-01 7.424999999999999656e-02 6.025000000000000355e-01 5.818749999999999201e-01 5.711249999999999938e-01 9.591250000000000053e-01 1.180000000000000215e-01 9.358750000000000124e-01 6.253750000000000142e-01 2.877500000000000613e-01 8.592499999999999583e-01 nan 6.605000000000000870e-01 2.641249999999999987e-01 8.793749999999999067e-01 9.527499999999999858e-01 3.027499999999999636e-01 5.841250000000000053e-01 7.779999999999999138e-01 8.178750000000001297e-01 7.363750000000000018e-01 2.459999999999999964e-01 3.589999999999999858e-01
3.633750000000000036e-01 1.481250000000000067e-01 2.732499999999999929e-01 5.360000000000000320e-01 9.127499999999999503e-01 1.951249999999999929e-01 8.275000000000001799e-02 4.622499999999999387e-01 1.798750000000000071e-01 8.615000000000000435e-01 8.681250000000000355e-01 1.056249999999999967e-01 7.427500000000000213e-01 2.520000000000000018e-01 9.674999999999997491e-02 7.043749999999999734e-01 7.727499999999999369e-01 6.516250000000000098e-01 7.262499999999999512e-01 9.981249999999999289e-01 1.292500000000000038e-01 7.195000000000000284e-01 2.325000000000000122e-01 1.248749999999999860e-01 3.942499999999999893e-01 5.254999999999999671e-01 2.123749999999999805e-01 7.568749999999999645e-01 4.240000000000000435e-01 8.723750000000001226e-01 5.344999999999999751e-01 7.500000000000061956e-04 4.922500000000000209e-01 2.012499999999999359e-02 1.075000000000000122e-01 8.255000000000001226e-01 8.131249999999999867e-01 2.201249999999999873e-01 1.062499999999999556e-02 6.331249999999999378e-01 5.100000000000000089e-01 7.526249999999998774e-01 7.493750000000000133e-01 5.597499999999999698e-01 4.605000000000000204e-01 1.200000000000000233e-01 8.598750000000000560e-01 5.466249999999999165e-01 7.531250000000000444e-01 2.548750000000000182e-01 9.535000000000000142e-01 1.900000000000000022e-01 5.786249999999999449e-01 3.174999999999998657e-02 1.720000000000000140e-01 nan 7.722499999999999920e-01 8.608750000000000568e-01 5.528750000000000053e-01 7.468749999999999556e-01 7.593750000000000222e-01 8.466250000000000719e-01 3.780000000000000027e-01 4.111250000000000182e-01 8.814999999999999503e-01 2.876249999999999640e-01 5.186250000000000027e-01 8.267499999999999849e-01 1.966249999999999942e-01 7.157500000000001084e-01 5.210000000000000187e-01 4.216249999999999720e-01 5.772500000000000409e-01 8.876250000000001084e-01 5.815000000000000169e-01 3.787499999999999201e-02 9.037499999999999423e-01 9.163750000000000506e-01 7.767500000000000515e-01 nan 8.532500000000000639e-01 5.313749999999999307e-01 7.265000000000000346e-01 6.308749999999999636e-01 3.575000000000000400e-01 2.086250000000000049e-01 1.163749999999999785e-01 1.992500000000000104e-01 3.703750000000000098e-01 6.491249999999999520e-01 4.525000000000000133e-01 1.193750000000000089e-01 8.300000000000000711e-01 6.445000000000000728e-01 5.428749999999999964e-01 5.127500000000000391e-01 9.807499999999998996e-01 3.462499999999999606e-02 2.975000000000000908e-02 8.125000000000000278e-02
5.748750000000000249e-01 8.400000000000000799e-01 4.536250000000000004e-01 4.087499999999999467e-02 1.772499999999999909e-01 9.421250000000001013e-01 3.799999999999999212e-02 8.413749999999999840e-01 3.071249999999999813e-01 nan 5.035000000000000586e-01 8.873749999999999138e-01 9.037500000000001088e-02 5.869999999999999662e-01 1.011249999999999927e-01 7.462500000000000799e-01 2.775000000000000730e-02 7.001250000000001084e-01 6.363749999999999130e-01 6.334999999999999520e-01 8.484999999999999210e-01 4.007500000000000506e-01 nan 2.707499999999999907e-01 2.454999999999999960e-01 4.588750000000000329e-01 8.391249999999998987e-01 4.711249999999999605e-01 1.825000000000000927e-02 5.361249999999999627e-01 8.775000000000000577e-01 nan 9.153750000000000497e-01 9.619999999999999662e-01 5.534999999999999920e-01 9.744999999999999218e-01 9.381249999999999867e-01 6.766249999999999210e-01 nan 9.217499999999999583e-01 9.255000000000001004e-01 9.192500000000001226e-01 6.247499999999999165e-01 1.682500000000000107e-01 3.525000000000000355e-02 1.942499999999999782e-01 1.173750000000000071e-01 5.398749999999999938e-01 1.165000000000000063e-01 7.213749999999998774e-01 7.717499999999999361e-01 3.596250000000000280e-01 5.885000000000000231e-01 4.568749999999999756e-01 6.487499999999998823e-02 9.096249999999999059e-01 nan 1.249999999999995472e-03 4.235000000000000431e-01 9.789999999999998703e-01 8.488749999999999352e-01 8.083750000000000657e-01 1.299999999999998899e-02 7.501250000000000417e-01 1.450000000000000178e-01 6.019999999999999796e-01 nan 1.295000000000000040e-01 4.246249999999999747e-01 2.502499999999999725e-01 nan 9.630000000000000782e-01 1.661249999999999949e-01 1.212499999999999967e-01 5.762499999999999567e-02 1.477499999999999925e-01 9.993750000000000133e-01 nan 7.232499999999999485e-01 8.612500000000000711e-02 4.937500000000000222e-01 8.502499999999999503e-01 3.673750000000000071e-01 4.740000000000000324e-01 6.370000000000000107e-01 8.413749999999999840e-01 2.571249999999999925e-01 nan 6.798750000000000071e-01 9.814999999999999281e-01 9.886250000000000870e-01 nan 6.287499999999998646e-02 nan 2.472500000000000253e-01 7.224999999999999478e-02 5.584999999999999964e-01 7.949999999999999289e-01 9.861250000000000293e-01 4.443749999999999645e-01
8.342499999999999361e-01 7.763750000000000373e-01 nan 2.144999999999999962e-01 5.686250000000000471e-01 7.937499999999999556e-01 8.822499999999999787e-01 7.522500000000000853e-01 7.220000000000000862e-01 4.763749999999999929e-01 9.685000000000000275e-01 2.750000000000008080e-03 9.812499999999999556e-01 8.448750000000000426e-01 nan 4.133749999999999925e-01 nan 6.471250000000000613e-01 1.852499999999999980e-01 5.627500000000000835e-01 1.535000000000000253e-01 8.987500000000001044e-02 2.022499999999999853e-01 5.103750000000000231e-01 7.802499999999999991e-01 3.841249999999999387e-01 7.997500000000000719e-01 2.382499999999999896e-01 1.706249999999999711e-01 6.574999999999999734e-01 5.783750000000000835e-01 nan 5.940000000000000835e-01 4.028749999999999831e-01 6.624999999999992006e-03 5.821250000000000036e-01 5.559999999999999387e-01 8.900000000000000133e-01 2.562500000000000888e-02 8.033749999999999503e-01 2.844999999999999751e-01 6.728750000000000009e-01 5.438749999999999973e-01 8.562500000000002054e-02 3.605000000000000426e-01 9.899999999999999911e-01 nan 8.050000000000000488e-01 4.858749999999999458e-01 4.158750000000000502e-01 2.782499999999999973e-01 3.521250000000000213e-01 2.064999999999999891e-01 5.134999999999999565e-01 6.838749999999998996e-01 5.769999999999999574e-01 6.996249999999999414e-01 4.963750000000000107e-01 6.028749999999999387e-01 nan 5.410000000000000364e-01 7.452500000000000790e-01 6.091249999999999165e-01 6.704999999999999849e-01 3.052500000000000213e-01 6.548749999999999849e-01 7.345000000000000417e-01 8.062500000000000222e-01 5.262499999999999956e-01 6.168750000000000622e-01 3.434999999999999720e-01 9.377499999999999725e-01 6.199999999999999956e-01 8.381250000000000089e-01 6.975000000000000644e-02 2.927500000000000102e-01 4.376249999999999862e-01 3.421249999999999569e-01 4.508750000000000258e-01 8.143750000000000711e-01 3.467500000000000027e-01 nan 5.454999999999999849e-01 7.736250000000000071e-01 9.090000000000000302e-01 2.350000000000000144e-01 7.653750000000000275e-01 8.525000000000000633e-02 6.950000000000000622e-02 3.171249999999999902e-01 3.982499999999999929e-01 7.529999999999998916e-01 3.365000000000000213e-01 7.350000000000000977e-02 4.289999999999999925e-01 1.964999999999999802e-01 6.584999999999999742e-01 4.493750000000000244e-01 3.851250000000000506e-01 3.776249999999999885e-01
9.859999999999999876e-01 2.626249999999999973e-01 nan 8.058750000000000080e-01 5.700000000000000899e-02 nan 5.582499999999999130e-01 1.071249999999999980e-01 nan 9.761250000000000204e-01 5.302499999999999991e-01 nan 9.597499999999999920e-01 1.792499999999999927e-01 2.473749999999999838e-01 6.334999999999999520e-01 6.716249999999999165e-01 9.775000000000000355e-01 7.991250000000000853e-01 5.497499999999999609e-01 1.012500000000000205e-01 5.037499999999998923e-02 4.789999999999999813e-01 4.315000000000000502e-01 5.433749999999999414e-01 1.849999999999999978e-01 2.862500000000000044e-01 4.315000000000000502e-01 6.962500000000000633e-02 2.581249999999999933e-01 6.601250000000000728e-01 7.175000000000000266e-01 nan nan 4.219999999999999862e-01 6.168750000000000622e-01 2.520000000000000018e-01 nan nan 8.432499999999999440e-01 5.374999999999999778e-01 3.536249999999999671e-01 nan 8.857500000000000373e-01 9.013750000000000373e-01 6.544999999999999707e-01 8.933750000000000302e-01 8.365000000000000213e-01 9.102499999999998925e-01 2.545000000000000040e-01 8.937499999999998224e-02 9.478750000000000231e-01 7.070000000000000728e-01 3.875000000000000111e-01 9.287499999999999922e-02 8.668749999999999512e-01 3.313749999999999751e-01 9.742499999999999494e-01 6.845000000000001084e-01 2.700000000000000178e-01 6.982500000000000373e-01 7.333749999999999991e-01 6.001250000000000195e-01 9.422499999999999210e-01 9.737500000000001155e-01 nan 7.657500000000000417e-01 1.029999999999999805e-01 1.648750000000000215e-01 nan 4.429999999999999494e-01 6.254999999999999449e-01 6.918749999999999067e-01 1.529999999999999694e-01 3.861249999999999960e-01 9.768750000000000488e-01 4.008749999999999813e-01 1.412500000000000144e-01 3.168750000000000178e-01 1.407500000000000140e-01 8.406249999999999556e-01 1.305000000000000049e-01 2.528750000000000164e-01 2.267500000000000071e-01 5.606250000000000400e-01 6.448750000000000870e-01 3.000000000000000583e-02 8.096249999999999281e-01 8.064999999999999947e-01 5.330000000000000293e-01 2.257499999999999785e-01 2.024999999999999856e-01 6.718750000000000000e-01 7.867499999999999494e-01 9.474999999999997313e-02 9.279999999999999361e-01 4.638749999999999818e-01 1.841250000000000109e-01 1.854999999999999982e-01 9.395000000000000018e-01
2.798749999999999849e-01 4.425000000000000044e-01 9.750000000000000333e-02 1.729999999999999871e-01 1.580000000000000016e-01 8.489999999999999769e-01 5.493750000000000577e-01 1.147499999999999909e-01 9.071249999999999591e-01 1.086250000000000132e-01 4.924999999999999517e-02 7.023749999999999716e-01 2.886250000000000204e-01 1.531250000000000111e-01 5.238749999999999796e-01 9.087499999999999745e-02 7.437500000000000222e-01 6.287499999999998646e-02 3.857499999999999818e-01 6.621249999999999636e-01 4.959999999999999964e-01 6.254999999999999449e-01 9.637500000000001621e-02 8.933750000000000302e-01 7.871249999999999636e-01 4.937500000000000222e-01 8.133749999999999591e-01 5.528750000000000053e-01 3.165000000000000036e-01 7.046250000000000568e-01 nan 3.827499999999999791e-01 9.348750000000001226e-01 1.497499999999999942e-01 nan 3.307499999999999885e-01 8.606249999999999734e-01 3.176249999999999352e-01 1.572499999999999731e-01 2.397499999999999909e-01 5.472500000000000142e-01 5.412500000000000089e-01 9.902499999999999636e-01 9.960000000000001075e-01 4.030000000000000249e-01 nan 6.478749999999999787e-01 8.691250000000000364e-01 nan 1.753750000000000031e-01 nan 2.863749999999999352e-01 4.994999999999999996e-01 5.993749999999999911e-01 4.601250000000000062e-01 5.825000000000000316e-02 6.730000000000000426e-01 6.313750000000000195e-01 5.577499999999999680e-01 2.637500000000000400e-01 1.623749999999999916e-01 4.456249999999999933e-01 3.237500000000000100e-02 3.785000000000000031e-01 9.901249999999999218e-01 1.339999999999999802e-01 nan 4.222500000000000142e-01 1.924999999999998934e-02 1.841250000000000109e-01 6.544999999999999707e-01 8.942500000000001004e-01 8.157500000000000862e-01 7.661250000000000560e-01 nan 3.216249999999999387e-01 8.121249999999999858e-01 6.781249999999999778e-01 7.643750000000000266e-01 7.791249999999999565e-01 3.474999999999998923e-02 nan 1.778750000000000053e-01 5.736250000000000515e-01 7.099999999999999367e-02 6.174999999999999378e-01 nan nan 9.966250000000000941e-01 2.657500000000000417e-01 nan 6.533750000000000391e-01 3.586249999999999716e-01 5.237499999999999101e-02 8.846249999999999947e-01 9.100000000000001144e-02 7.774999999999998579e-02 8.758749999999999591e-01 1.668750000000000233e-01 1.556249999999999856e-01
8.463749999999998774e-01 2.808749999999999858e-01 nan 8.848750000000000782e-01 9.847500000000000142e-01 1.728749999999999731e-01 5.132499999999999840e-01 5.115000000000000657e-01 4.669999999999999707e-01 9.125000000000004635e-03 6.917500000000000870e-01 1.098749999999999866e-01 1.627500000000000058e-01 6.226249999999999840e-01 3.749999999999919847e-04 7.195000000000000284e-01 9.855000000000000426e-01 1.612499999999999004e-02 5.730000000000000648e-01 5.828750000000000320e-01 7.637499999999999289e-01 3.394999999999999685e-01 2.302500000000000102e-01 4.466249999999999387e-01 3.537499999999999534e-01 4.080000000000000293e-01 4.949999999999999956e-01 3.546249999999999680e-01 6.286249999999999893e-01 9.093750000000000444e-01 nan 4.129999999999999782e-01 nan 2.557500000000000329e-01 4.797500000000000098e-01 8.450000000000001954e-02 1.035000000000000087e-01 9.244999999999998774e-01 1.437500000000000409e-02 3.739999999999999991e-01 7.419999999999999929e-01 5.748750000000000249e-01 2.983749999999999458e-01 6.612500000000000044e-01 5.026249999999999885e-01 1.222500000000000114e-01 8.958749999999999769e-01 6.871249999999999858e-01 nan 1.666249999999999676e-01 3.992499999999999938e-01 8.333749999999999769e-01 5.442500000000000115e-01 1.588750000000000162e-01 nan 8.362500000000000488e-01 1.012500000000000205e-01 7.304999999999999272e-01 2.351249999999999729e-01 2.866250000000000187e-01 5.103750000000000231e-01 8.718749999999999556e-01 1.486250000000000071e-01 9.622500000000000497e-01 3.559999999999999831e-01 7.498749999999999583e-01 8.427499999999999991e-01 9.441249999999999920e-01 nan 3.905000000000000138e-01 7.203749999999999876e-01 5.187500000000000444e-02 7.493750000000000133e-01 1.942499999999999782e-01 9.263749999999999485e-01 9.412499999999999201e-01 4.272500000000000187e-01 6.236249999999999849e-01 4.453750000000000209e-01 8.672499999999999654e-01 2.582499999999999796e-01 9.637499999999998845e-01 5.162500000000001116e-02 2.404999999999999916e-01 9.174999999999999822e-02 nan 5.651249999999999885e-01 6.519999999999999130e-01 8.442500000000000560e-01 1.632499999999999785e-01 2.287499999999999950e-02 9.908749999999999503e-01 nan 7.478749999999999565e-01 6.791249999999999787e-01 nan 5.162499999999999867e-01 3.788750000000000173e-01 1.062499999999999972e-01 9.457499999999999796e-01
6.347500000000000364e-01 2.610000000000000098e-01 4.257500000000000173e-01 1.703749999999999987e-01 9.566250000000000586e-01 8.937500000000000444e-01 5.580000000000000515e-01 6.365000000000000657e-01 1.572499999999999731e-01 1.027499999999999802e-01 2.620000000000000107e-01 3.513749999999999929e-01 9.987500000000000266e-01 9.425000000000001155e-01 5.999999999999999778e-01 7.182499999999999440e-01 nan 9.193749999999999423e-01 9.467499999999999805e-01 9.161250000000000782e-01 2.711250000000000049e-01 5.649999999999999467e-02 8.697500000000000231e-01 6.591249999999999609e-01 4.771250000000000213e-01 1.243749999999999856e-01 6.312500000000001443e-02 4.147500000000000075e-01 2.683749999999999747e-01 6.736250000000000293e-01 7.494999999999999440e-01 4.927500000000000213e-01 4.054999999999999716e-01 7.253749999999999920e-01 6.293750000000000178e-01 6.563749999999999307e-01 9.779999999999999805e-01 4.924999999999999933e-01 6.587500000000000577e-01 8.682499999999999662e-01 6.801249999999999796e-01 4.594999999999999640e-01 6.902500000000000302e-01 nan 5.971250000000000169e-01 1.487499999999999933e-01 2.453749999999999820e-01 4.536250000000000004e-01 4.848750000000000004e-01 2.553750000000000187e-01 3.762500000000000289e-01 7.207500000000000018e-01 3.091249999999999831e-01 6.743750000000000577e-01 1.827500000000000235e-01 6.821249999999998703e-01 8.408749999999999281e-01 4.858749999999999458e-01 6.278749999999999609e-01 5.453750000000000542e-01 1.387500000000000122e-01 5.210000000000000187e-01 9.698750000000000426e-01 9.693749999999999867e-01 9.101250000000000728e-01 9.316250000000000364e-01 3.327499999999999902e-01 1.783750000000000058e-01 nan 5.827499999999999902e-01 2.234999999999999765e-01 2.012499999999999359e-02 7.306250000000000799e-01 7.026249999999999440e-01 6.779999999999999361e-01 3.054999999999999938e-01 8.240000000000000657e-01 nan 5.123750000000000249e-01 8.509999999999999787e-01 9.313750000000000639e-01 6.580000000000000293e-01 4.542500000000000426e-01 2.823750000000000426e-01 8.910000000000000142e-01 5.551249999999999796e-01 3.352499999999999925e-01 3.130000000000000004e-01 2.461250000000000104e-01 1.699999999999999428e-02 8.956250000000001155e-01 4.352500000000000258e-01 6.218749999999999556e-01 2.483750000000000124e-01 8.852499999999998703e-01 6.238749999999999574e-01 4.035000000000000253e-01 9.227499999999999591e-01 6.673750000000000515e-01 2.510000000000000009e-01
7.079999999999999627e-01 5.346250000000000169e-01 6.888750000000000151e-01 3.328750000000000320e-01 1.880000000000000004e-01 6.991250000000001075e-01 5.679999999999999494e-01 5.533750000000000613e-01 9.027499999999999414e-01 4.728749999999999898e-01 4.968750000000000111e-01 4.974999999999999423e-01 9.801249999999999130e-01 6.625000000000000333e-02 4.548750000000000293e-01 7.742499999999999938e-01 2.654999999999999583e-01 5.111250000000000515e-01 8.539999999999998703e-01 8.867499999999999272e-01 2.732499999999999929e-01 8.305000000000000160e-01 1.218749999999999972e-01 nan 8.837500000000000355e-01 4.383750000000000147e-01 4.903749999999999498e-01 6.662500000000000366e-02 4.476250000000000506e-01 2.947499999999999565e-01 6.047500000000000098e-01 6.367499999999999272e-01 1.573749999999999871e-01 9.658749999999999281e-01 4.557499999999999885e-01 2.318749999999999978e-01 nan 3.191249999999999920e-01 nan 2.812500000000000000e-01 5.040000000000000036e-01 9.213749999999999440e-01 1.249999999999973463e-04 nan 2.187499999999999861e-02 1.220000000000000251e-01 3.918750000000000289e-01 4.307500000000000218e-01 6.078750000000000542e-01 1.587500000000000022e-01 nan 5.240000000000000213e-01 9.386250000000000426e-01 5.469999999999999307e-01 6.218749999999999556e-01 5.042500000000000870e-01 6.983750000000000790e-01 9.579999999999999627e-01 8.281250000000000000e-01 6.814999999999999947e-01 1.512500000000000996e-02 nan 2.592499999999999805e-01 nan nan 2.124999999999999944e-01 nan 2.498749999999999860e-01 9.041249999999999565e-01 8.668749999999999512e-01 3.938749999999999751e-01 9.572499999999999343e-01 5.937499999999999722e-02 7.302500000000000657e-01 9.622500000000000497e-01 5.648750000000000160e-01 4.646250000000000102e-01 4.263750000000000040e-01 5.837499999999999634e-02 3.403749999999999831e-01 3.091249999999999831e-01 6.227500000000000258e-01 8.990000000000000213e-01 nan 4.224999999999999867e-01 2.358750000000000013e-01 1.519999999999999962e-01 7.753750000000000364e-01 6.286249999999999893e-01 1.825000000000000233e-01 8.253749999999999698e-01 8.949999999999999067e-01 6.702500000000000124e-01 3.313749999999999751e-01 9.216250000000000275e-01 9.828749999999999432e-01 5.028749999999999609e-01 nan 5.879999999999999671e-01 8.382500000000000506e-01
